Unnamed: 0,code_insee,nom_standard,nom_sans_accent,nom_standard_majuscule,typecom,typecom_texte,reg_code,reg_nom,dep_code,dep_nom,canton_code,canton_nom,epci_code,epci_nom,code_postal,zone_emploi,code_insee_centre_zone_emploi,code_unite_urbaine,taille_unite_urbaine,population,superficie_hectare,superficie_km2,densite,latitude_centre,longitude_centre,grille_densite,grille_densite_texte,distance_urgence_km
4115,12122,Lapanouse-de-Cernon,lapanouse-de-cernon,LAPANOUSE-DE-CERNON,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,241200906,CC Larzac et Vallées,12230.0,7614.0,12145,12000,0.0,124,2293,23,5.0,44.006,3.096,6,Rural à habitat dispersé,10.29054988917231
4116,12124,Lassouts,lassouts,LASSOUTS,COM,commune,76,Occitanie,12,Aveyron,1209,Lot et Palanges,200067478,CC Comtal Lot et Truyère,12500.0,7621.0,12202,12000,0.0,318,3088,31,10.0,44.487,2.855,7,Rural à habitat très dispersé,27.730358727676485
4117,12125,Laval-Roquecezière,laval-roqueceziere,LAVAL-ROQUECEZIÈRE,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12380.0,7614.0,12145,12000,0.0,286,3075,31,9.0,43.812,2.635,7,Rural à habitat très dispersé,25.1506721644152
4118,12127,Lédergues,ledergues,LÉDERGUES,COM,commune,76,Occitanie,12,Aveyron,1213,Monts du Réquistanais,241200542,CC du Réquistanais,12170.0,7602.0,81004,12000,0.0,651,3664,37,18.0,44.08,2.44,7,Rural à habitat très dispersé,27.60041759289479
4119,12128,Lescure-Jaoul,lescure-jaoul,LESCURE-JAOUL,COM,commune,76,Occitanie,12,Aveyron,1202,Aveyron et Tarn,241200807,CC Aveyron Bas Ségala Viaur,12440.0,7611.0,12300,12000,0.0,222,1860,19,12.0,44.226,2.147,7,Rural à habitat très dispersé,15.510840252658744
4120,12129,Lestrade-et-Thouels,lestrade-et-thouels,LESTRADE-ET-THOUELS,COM,commune,76,Occitanie,12,Aveyron,1215,Raspes et Lévezou,241200914,CC de la Muse et des Raspes du Tarn,12430.0,7621.0,12202,12000,0.0,444,4215,42,11.0,44.054,2.648,7,Rural à habitat très dispersé,21.020585455833622
4121,12130,Livinhac-le-Haut,livinhac-le-haut,LIVINHAC-LE-HAUT,COM,commune,76,Occitanie,12,Aveyron,1207,Lot et Dourdou,200067064,CC Decazeville Communauté,12300.0,7611.0,12300,12000,0.0,1112,1089,11,102.0,44.597,2.216,5,Bourgs ruraux,4.204142693218051
4122,12131,La Loubière,la-loubiere,LA LOUBIÈRE,COM,commune,76,Occitanie,12,Aveyron,1203,Causse-Comtal,200067478,CC Comtal Lot et Truyère,12740.0,7621.0,12202,12000,0.0,1523,2871,29,53.0,44.391,2.651,6,Rural à habitat dispersé,8.40373148617533
4123,12133,Luc-la-Primaube,luc-la-primaube,LUC-LA-PRIMAUBE,COM,commune,76,Occitanie,12,Aveyron,1214,Nord-Lévezou,241200187,CA Rodez Agglomération,12450.0,7621.0,12202,12402,4.0,6000,2692,27,223.0,44.306,2.536,5,Bourgs ruraux,6.14155807411777
4124,12134,Lugan,lugan,LUGAN,COM,commune,76,Occitanie,12,Aveyron,1208,Lot et Montbazinois,241200674,CC du Plateau de Montbazens,12220.0,7611.0,12300,12000,0.0,355,1260,13,28.0,44.484,2.256,6,Rural à habitat dispersé,9.470941111388997
4125,12135,Lunac,lunac,LUNAC,COM,commune,76,Occitanie,12,Aveyron,1202,Aveyron et Tarn,200069383,CC Ouest Aveyron Communauté,12270.0,7611.0,12300,12000,0.0,437,1892,19,23.0,44.24,2.1,7,Rural à habitat très dispersé,12.238551364387526
4126,12136,Maleville,maleville,MALEVILLE,COM,commune,76,Occitanie,12,Aveyron,1223,Villeneuvois et Villefranchois,200069383,CC Ouest Aveyron Communauté,12350.0,7611.0,12300,12000,0.0,939,3570,36,26.0,44.4,2.104,7,Rural à habitat très dispersé,8.846743107990056
4127,12137,Manhac,manhac,MANHAC,COM,commune,76,Occitanie,12,Aveyron,1205,Ceor-Ségala,200068831,CC Pays Ségali Communauté,12160.0,7621.0,12202,12000,0.0,872,1847,18,47.0,44.261,2.478,6,Rural à habitat dispersé,12.54989680255251
4128,12138,Marcillac-Vallon,marcillac-vallon,MARCILLAC-VALLON,COM,commune,76,Occitanie,12,Aveyron,1221,Vallon,241200641,CC Conques-Marcillac,12330.0,7621.0,12202,12000,0.0,1719,1452,15,118.0,44.477,2.465,5,Bourgs ruraux,14.881005996336484
4129,12139,Marnhagues-et-Latour,marnhagues-et-latour,MARNHAGUES-ET-LATOUR,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,241200906,CC Larzac et Vallées,12540.0,7614.0,12145,12000,0.0,141,2193,22,6.0,43.879,3.042,7,Rural à habitat très dispersé,16.042684860912374
4130,12140,Martiel,martiel,MARTIEL,COM,commune,76,Occitanie,12,Aveyron,1223,Villeneuvois et Villefranchois,200069383,CC Ouest Aveyron Communauté,12200.0,7611.0,12300,12000,0.0,969,4667,47,21.0,44.381,1.913,6,Rural à habitat dispersé,10.599304381686938
4131,12141,Martrin,martrin,MARTRIN,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067155,"CC Saint Affricain, Roquefort, Sept Vallons",12550.0,7602.0,81004,12000,0.0,227,2333,23,10.0,43.929,2.634,7,Rural à habitat très dispersé,19.528169635788064
4132,12142,Mayran,mayran,MAYRAN,COM,commune,76,Occitanie,12,Aveyron,1206,Enne et Alzou,241200625,CC du Pays Rignacois,12390.0,7621.0,12202,12000,0.0,622,1555,16,40.0,44.389,2.372,6,Rural à habitat dispersé,14.896915528866502
4133,12143,Mélagues,melagues,MÉLAGUES,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12360.0,7614.0,12145,12000,0.0,59,4473,45,1.0,43.728,3.017,7,Rural à habitat très dispersé,17.109672061774663
4134,12144,Meljac,meljac,MELJAC,COM,commune,76,Occitanie,12,Aveyron,1205,Ceor-Ségala,200068831,CC Pays Ségali Communauté,12120.0,7621.0,12202,12000,0.0,128,950,10,13.0,44.134,2.434,7,Rural à habitat très dispersé,26.865047254212286
4135,12145,Millau,millau,MILLAU,COM,commune,76,Occitanie,12,Aveyron,1298,Millau,241200567,CC de Millau Grands Causses,12100.0,7614.0,12145,12401,4.0,21712,17008,170,128.0,44.098,3.117,2,Centres urbains intermédiaires,5.228421524343954
4136,12146,Le Monastère,le-monastere,LE MONASTÈRE,COM,commune,76,Occitanie,12,Aveyron,1217,Rodez-2,241200187,CA Rodez Agglomération,12000.0,7621.0,12202,12402,4.0,2308,672,7,343.0,44.332,2.587,4,Ceintures urbaines,3.9911848464966853
4137,12147,Montagnol,montagnol,MONTAGNOL,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12360.0,7614.0,12145,12000,0.0,144,3471,35,4.0,43.831,3.025,7,Rural à habitat très dispersé,18.580429370989485
4138,12148,Montbazens,montbazens,MONTBAZENS,COM,commune,76,Occitanie,12,Aveyron,1208,Lot et Montbazinois,241200674,CC du Plateau de Montbazens,12220.0,7611.0,12300,12000,0.0,1423,1744,17,82.0,44.477,2.213,5,Bourgs ruraux,10.69689618061755
4139,12149,Montclar,montclar,MONTCLAR,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,241200542,CC du Réquistanais,12550.0,7602.0,81004,12000,0.0,147,1272,13,12.0,43.98,2.631,6,Rural à habitat dispersé,19.640332216135107
4140,12150,Monteils,monteils,MONTEILS,COM,commune,76,Occitanie,12,Aveyron,1202,Aveyron et Tarn,200069383,CC Ouest Aveyron Communauté,12200.0,7611.0,12300,12000,0.0,475,1717,17,28.0,44.266,1.988,6,Rural à habitat dispersé,8.854741771375314
4141,12151,Montézic,montezic,MONTÉZIC,COM,commune,76,Occitanie,12,Aveyron,1201,Aubrac et Carladez,200067171,"CC Aubrac, Carladez et Viadène",12460.0,7621.0,12202,12000,0.0,222,1883,19,12.0,44.717,2.641,6,Rural à habitat dispersé,28.129220647399926
4142,12152,Montfranc,montfranc,MONTFRANC,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12380.0,7602.0,81004,12000,0.0,126,619,6,20.0,43.841,2.58,6,Rural à habitat dispersé,26.954367818621915
4143,12153,Montjaux,montjaux,MONTJAUX,COM,commune,76,Occitanie,12,Aveyron,1220,Tarn et Causses,241200914,CC de la Muse et des Raspes du Tarn,12490.0,7614.0,12145,12000,0.0,431,3162,32,14.0,44.1,2.904,7,Rural à habitat très dispersé,11.837385969750303
4144,12154,Montlaur,montlaur,MONTLAUR,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12400.0,7614.0,12145,12000,0.0,646,4151,42,16.0,43.865,2.834,6,Rural à habitat dispersé,10.853538335512889
4145,12155,Fondamente,fondamente,FONDAMENTE,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,241200906,CC Larzac et Vallées,12540.0,7614.0,12145,12000,0.0,334,5098,51,7.0,43.862,3.115,7,Rural à habitat très dispersé,22.031030245039148
4146,12156,Montpeyroux,montpeyroux,MONTPEYROUX,COM,commune,76,Occitanie,12,Aveyron,1201,Aubrac et Carladez,200067171,"CC Aubrac, Carladez et Viadène",12210.0,7621.0,12202,12000,0.0,523,6194,62,8.0,44.635,2.782,7,Rural à habitat très dispersé,35.533321740320766
4147,12157,Montrozier,montrozier,MONTROZIER,COM,commune,76,Occitanie,12,Aveyron,1203,Causse-Comtal,200067478,CC Comtal Lot et Truyère,12630.0,7621.0,12202,12000,0.0,1723,4730,47,36.0,44.395,2.721,5,Bourgs ruraux,13.78064620082062
4148,12158,Montsalès,montsales,MONTSALÈS,COM,commune,76,Occitanie,12,Aveyron,1223,Villeneuvois et Villefranchois,200069383,CC Ouest Aveyron Communauté,12260.0,7611.0,12300,12000,0.0,324,1250,12,26.0,44.486,1.976,7,Rural à habitat très dispersé,14.557930959642297
4149,12159,Morlhon-le-Haut,morlhon-le-haut,MORLHON-LE-HAUT,COM,commune,76,Occitanie,12,Aveyron,1202,Aveyron et Tarn,200069383,CC Ouest Aveyron Communauté,12200.0,7611.0,12300,12000,0.0,555,2223,22,25.0,44.322,2.082,7,Rural à habitat très dispersé,4.354303392333992
4150,12160,Mostuéjouls,mostuejouls,MOSTUÉJOULS,COM,commune,76,Occitanie,12,Aveyron,1220,Tarn et Causses,241200567,CC de Millau Grands Causses,12720.0,7614.0,12145,12000,0.0,326,3133,31,10.0,44.225,3.183,6,Rural à habitat dispersé,18.026646769264474
4151,12161,Mouret,mouret,MOURET,COM,commune,76,Occitanie,12,Aveyron,1221,Vallon,241200641,CC Conques-Marcillac,12330.0,7621.0,12202,12000,0.0,551,3114,31,18.0,44.514,2.521,7,Rural à habitat très dispersé,17.381742997178115
4152,12162,Moyrazès,moyrazes,MOYRAZÈS,COM,commune,76,Occitanie,12,Aveyron,1205,Ceor-Ségala,200068831,CC Pays Ségali Communauté,12160.0,7621.0,12202,12000,0.0,1075,4870,49,22.0,44.328,2.427,7,Rural à habitat très dispersé,10.755377211238631
4153,12163,Murasson,murasson,MURASSON,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12370.0,7614.0,12145,12000,0.0,213,4040,40,5.0,43.761,2.762,7,Rural à habitat très dispersé,23.704903253859563
4154,12164,Mur-de-Barrez,mur-de-barrez,MUR-DE-BARREZ,COM,commune,76,Occitanie,12,Aveyron,1201,Aubrac et Carladez,200067171,"CC Aubrac, Carladez et Viadène",12600.0,7621.0,12202,12000,0.0,689,2029,20,34.0,44.876,2.681,6,Rural à habitat dispersé,19.834792901160643
4155,12165,Muret-le-Château,muret-le-chateau,MURET-LE-CHÂTEAU,COM,commune,76,Occitanie,12,Aveyron,1221,Vallon,241200641,CC Conques-Marcillac,12330.0,7621.0,12202,12000,0.0,364,1479,15,25.0,44.496,2.572,6,Rural à habitat dispersé,15.232256105279774
4156,12166,Murols,murols,MUROLS,COM,commune,76,Occitanie,12,Aveyron,1201,Aubrac et Carladez,200067171,"CC Aubrac, Carladez et Viadène",12600.0,7621.0,12202,12000,0.0,108,1385,14,8.0,44.761,2.578,7,Rural à habitat très dispersé,21.322137651206976
4157,12167,Najac,najac,NAJAC,COM,commune,76,Occitanie,12,Aveyron,1202,Aveyron et Tarn,200069383,CC Ouest Aveyron Communauté,12270.0,7611.0,12300,12000,0.0,699,5410,54,13.0,44.211,1.963,7,Rural à habitat très dispersé,15.268839456192316
4158,12168,Nant,nant,NANT,COM,commune,76,Occitanie,12,Aveyron,1212,Millau-2,241200906,CC Larzac et Vallées,12230.0,7614.0,12145,12000,0.0,1008,10938,109,9.0,44.021,3.286,5,Bourgs ruraux,20.3453929656475
4159,12169,Naucelle,naucelle,NAUCELLE,COM,commune,76,Occitanie,12,Aveyron,1205,Ceor-Ségala,200068831,CC Pays Ségali Communauté,12800.0,7621.0,12202,12000,0.0,2023,2335,23,87.0,44.19,2.344,5,Bourgs ruraux,25.244452948363957
4160,12170,Naussac,naussac,NAUSSAC,COM,commune,76,Occitanie,12,Aveyron,1208,Lot et Montbazinois,200069383,CC Ouest Aveyron Communauté,12700.0,7611.0,12300,12000,0.0,393,1483,15,27.0,44.507,2.097,7,Rural à habitat très dispersé,12.471153503801975
4161,12171,Nauviale,nauviale,NAUVIALE,COM,commune,76,Occitanie,12,Aveyron,1221,Vallon,241200641,CC Conques-Marcillac,12330.0,7621.0,12202,12000,0.0,604,2546,25,24.0,44.513,2.433,6,Rural à habitat dispersé,15.653693429875894
4162,12172,Le Nayrac,le-nayrac,LE NAYRAC,COM,commune,76,Occitanie,12,Aveyron,1210,Lot et Truyère,200067478,CC Comtal Lot et Truyère,12190.0,7621.0,12202,12000,0.0,537,3653,37,15.0,44.606,2.67,7,Rural à habitat très dispersé,28.885331653791255
4163,12174,Olemps,olemps,OLEMPS,COM,commune,76,Occitanie,12,Aveyron,1214,Nord-Lévezou,241200187,CA Rodez Agglomération,12510.0,7621.0,12202,12402,4.0,3503,1276,13,275.0,44.338,2.548,4,Ceintures urbaines,2.458607443182105
4164,12175,Ols-et-Rinhodes,ols-et-rinhodes,OLS-ET-RINHODES,COM,commune,76,Occitanie,12,Aveyron,1223,Villeneuvois et Villefranchois,200069383,CC Ouest Aveyron Communauté,12260.0,7611.0,12300,12000,0.0,179,1088,11,16.0,44.462,1.947,7,Rural à habitat très dispersé,15.281762012872866
4165,12176,Onet-le-Château,onet-le-chateau,ONET-LE-CHÂTEAU,COM,commune,76,Occitanie,12,Aveyron,1218,Rodez-Onet,241200187,CA Rodez Agglomération,12000.0,7621.0,12202,12402,4.0,11873,4013,40,296.0,44.383,2.56,2,Centres urbains intermédiaires,2.6381938319947644
4166,12177,Palmas d'Aveyron,palmas-d-aveyron,PALMAS D'AVEYRON,COM,commune,76,Occitanie,12,Aveyron,1209,Lot et Palanges,200068484,CC des Causses à l'Aubrac,12310.0,7621.0,12202,12000,0.0,1026,1444,14,71.0,44.401,2.842,6,Rural à habitat dispersé,23.281247406638037
4167,12178,Paulhe,paulhe,PAULHE,COM,commune,76,Occitanie,12,Aveyron,1212,Millau-2,241200567,CC de Millau Grands Causses,12520.0,7614.0,12145,12000,0.0,367,482,5,76.0,44.149,3.112,6,Rural à habitat dispersé,7.864694899218616
4168,12179,Peux-et-Couffouleux,peux-et-couffouleux,PEUX-ET-COUFFOULEUX,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12360.0,7614.0,12145,12000,0.0,86,2196,22,4.0,43.763,2.88,7,Rural à habitat très dispersé,21.702884037342937
4169,12180,Peyreleau,peyreleau,PEYRELEAU,COM,commune,76,Occitanie,12,Aveyron,1220,Tarn et Causses,241200567,CC de Millau Grands Causses,12720.0,7614.0,12145,12000,0.0,71,1653,17,4.0,44.176,3.205,6,Rural à habitat dispersé,15.315056856602206
4170,12181,Peyrusse-le-Roc,peyrusse-le-roc,PEYRUSSE-LE-ROC,COM,commune,76,Occitanie,12,Aveyron,1208,Lot et Montbazinois,241200674,CC du Plateau de Montbazens,12220.0,7611.0,12300,12000,0.0,207,1374,14,15.0,44.503,2.134,7,Rural à habitat très dispersé,11.888189641028776
4171,12182,Pierrefiche,pierrefiche,PIERREFICHE,COM,commune,76,Occitanie,12,Aveyron,1209,Lot et Palanges,200068484,CC des Causses à l'Aubrac,12130.0,7621.0,12202,12000,0.0,284,1710,17,17.0,44.434,2.922,6,Rural à habitat dispersé,30.321881950040353
4172,12183,Plaisance,plaisance,PLAISANCE,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067155,"CC Saint Affricain, Roquefort, Sept Vallons",12550.0,7602.0,81004,12000,0.0,220,1400,14,16.0,43.93,2.563,7,Rural à habitat très dispersé,25.137241788755276
4173,12184,Pomayrols,pomayrols,POMAYROLS,COM,commune,76,Occitanie,12,Aveyron,1209,Lot et Palanges,200068484,CC des Causses à l'Aubrac,12130.0,7621.0,12202,12000,0.0,118,2320,23,5.0,44.487,3.059,7,Rural à habitat très dispersé,34.38609008050333
4174,12185,Pont-de-Salars,pont-de-salars,PONT-DE-SALARS,COM,commune,76,Occitanie,12,Aveyron,1215,Raspes et Lévezou,241200658,CC du Pays de Salars,12290.0,7621.0,12202,12000,0.0,1645,4577,46,36.0,44.278,2.709,5,Bourgs ruraux,15.252899723882276
4175,12186,Pousthomy,pousthomy,POUSTHOMY,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12380.0,7614.0,12145,12000,0.0,213,1742,17,12.0,43.856,2.598,7,Rural à habitat très dispersé,24.894964140753803
4176,12187,Prades-d'Aubrac,prades-d-aubrac,PRADES-D'AUBRAC,COM,commune,76,Occitanie,12,Aveyron,1209,Lot et Palanges,200068484,CC des Causses à l'Aubrac,12470.0,7621.0,12202,12000,0.0,343,4655,47,7.0,44.542,2.97,7,Rural à habitat très dispersé,38.696963982383
4177,12188,Prades-Salars,prades-salars,PRADES-SALARS,COM,commune,76,Occitanie,12,Aveyron,1215,Raspes et Lévezou,241200658,CC du Pays de Salars,12290.0,7621.0,12202,12000,0.0,319,3064,31,10.0,44.249,2.793,7,Rural à habitat très dispersé,22.589489843429433
4178,12189,Pradinas,pradinas,PRADINAS,COM,commune,76,Occitanie,12,Aveyron,1205,Ceor-Ségala,200068831,CC Pays Ségali Communauté,12240.0,7621.0,12202,12000,0.0,350,2296,23,15.0,44.247,2.269,7,Rural à habitat très dispersé,21.410255602298452
4179,12190,Prévinquières,previnquieres,PRÉVINQUIÈRES,COM,commune,76,Occitanie,12,Aveyron,1202,Aveyron et Tarn,241200807,CC Aveyron Bas Ségala Viaur,12350.0,7621.0,12202,12000,0.0,281,2093,21,13.0,44.366,2.244,7,Rural à habitat très dispersé,17.072098269878715
4180,12191,Privezac,privezac,PRIVEZAC,COM,commune,76,Occitanie,12,Aveyron,1223,Villeneuvois et Villefranchois,241200674,CC du Plateau de Montbazens,12350.0,7611.0,12300,12000,0.0,334,1093,11,31.0,44.41,2.194,6,Rural à habitat dispersé,15.063197484681346
4181,12192,Mounes-Prohencoux,mounes-prohencoux,MOUNES-PROHENCOUX,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12370.0,7614.0,12145,12000,0.0,186,3788,38,5.0,43.798,2.819,7,Rural à habitat très dispersé,18.35443205169631
4182,12193,Pruines,pruines,PRUINES,COM,commune,76,Occitanie,12,Aveyron,1221,Vallon,241200641,CC Conques-Marcillac,12320.0,7621.0,12202,12000,0.0,284,1891,19,15.0,44.535,2.488,7,Rural à habitat très dispersé,19.09220030872305
4183,12194,Quins,quins,QUINS,COM,commune,76,Occitanie,12,Aveyron,1205,Ceor-Ségala,200068831,CC Pays Ségali Communauté,12800.0,7621.0,12202,12000,0.0,862,3865,39,22.0,44.23,2.378,7,Rural à habitat très dispersé,20.140907651623444
4184,12195,Rebourguil,rebourguil,REBOURGUIL,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,200067163,"CC Monts, Rance et Rougier",12400.0,7614.0,12145,12000,0.0,279,3535,35,8.0,43.885,2.757,7,Rural à habitat très dispersé,12.43983005937691
4185,12197,Réquista,requista,RÉQUISTA,COM,commune,76,Occitanie,12,Aveyron,1213,Monts du Réquistanais,241200542,CC du Réquistanais,12170.0,7602.0,81004,12000,0.0,1961,5944,59,33.0,44.032,2.549,5,Bourgs ruraux,27.30471514918355
4186,12198,Rieupeyroux,rieupeyroux,RIEUPEYROUX,COM,commune,76,Occitanie,12,Aveyron,1202,Aveyron et Tarn,241200807,CC Aveyron Bas Ségala Viaur,12240.0,7621.0,12202,12000,0.0,1933,5483,55,35.0,44.309,2.23,5,Bourgs ruraux,16.048515639339033
4187,12199,Rignac,rignac,RIGNAC,COM,commune,76,Occitanie,12,Aveyron,1206,Enne et Alzou,241200625,CC du Pays Rignacois,12390.0,7621.0,12202,12000,0.0,2009,3341,33,60.0,44.404,2.292,5,Bourgs ruraux,18.63489744897177
4188,12200,Rivière-sur-Tarn,riviere-sur-tarn,RIVIÈRE-SUR-TARN,COM,commune,76,Occitanie,12,Aveyron,1220,Tarn et Causses,241200567,CC de Millau Grands Causses,12640.0,7614.0,12145,12000,0.0,1023,2623,26,39.0,44.211,3.128,6,Rural à habitat dispersé,14.462425038164485
4189,12201,Rodelle,rodelle,RODELLE,COM,commune,76,Occitanie,12,Aveyron,1203,Causse-Comtal,200067478,CC Comtal Lot et Truyère,12340.0,7621.0,12202,12000,0.0,1072,5366,54,20.0,44.481,2.622,7,Rural à habitat très dispersé,14.518325876003333
4190,12202,Rodez,rodez,RODEZ,COM,commune,76,Occitanie,12,Aveyron,1299,Rodez,241200187,CA Rodez Agglomération,12000.0,7621.0,12202,12402,4.0,24207,1130,11,2142.0,44.358,2.567,2,Centres urbains intermédiaires,0.9816351793278285
4191,12203,Roquefort-sur-Soulzon,roquefort-sur-soulzon,ROQUEFORT-SUR-SOULZON,COM,commune,76,Occitanie,12,Aveyron,1219,Saint-Affrique,200067155,"CC Saint Affricain, Roquefort, Sept Vallons",12250.0,7614.0,12145,12000,0.0,528,1685,17,31.0,43.971,2.982,6,Rural à habitat dispersé,8.719444848836257
4192,12204,La Roque-Sainte-Marguerite,la-roque-sainte-marguerite,LA ROQUE-SAINTE-MARGUERITE,COM,commune,76,Occitanie,12,Aveyron,1220,Tarn et Causses,241200567,CC de Millau Grands Causses,12100.0,7614.0,12145,12000,0.0,177,4960,50,4.0,44.109,3.242,7,Rural à habitat très dispersé,15.28358528962616
4193,12205,La Rouquette,la-rouquette,LA ROUQUETTE,COM,commune,76,Occitanie,12,Aveyron,1222,Villefranche-de-Rouergue,200069383,CC Ouest Aveyron Communauté,12200.0,7611.0,12300,12000,0.0,771,2996,30,26.0,44.31,1.975,6,Rural à habitat dispersé,5.6021438013623985
4194,12206,Roussennac,roussennac,ROUSSENNAC,COM,commune,76,Occitanie,12,Aveyron,1208,Lot et Montbazinois,241200674,CC du Plateau de Montbazens,12220.0,7611.0,12300,12000,0.0,624,1729,17,36.0,44.448,2.254,6,Rural à habitat dispersé,13.46934202838285
4195,12207,Rullac-Saint-Cirq,rullac-saint-cirq,RULLAC-SAINT-CIRQ,COM,commune,76,Occitanie,12,Aveyron,1213,Monts du Réquistanais,241200542,CC du Réquistanais,12120.0,7621.0,12202,12000,0.0,345,3281,33,11.0,44.119,2.477,7,Rural à habitat très dispersé,27.45873476081616
4196,12208,Saint-Affrique,saint-affrique,SAINT-AFFRIQUE,COM,commune,76,Occitanie,12,Aveyron,1219,Saint-Affrique,200067155,"CC Saint Affricain, Roquefort, Sept Vallons",12400.0,7614.0,12145,12202,2.0,7992,11085,111,72.0,43.966,2.866,3,Petites villes,1.1091159586669295
4197,12209,Saint-Amans-des-Cots,saint-amans-des-cots,SAINT-AMANS-DES-COTS,COM,commune,76,Occitanie,12,Aveyron,1201,Aubrac et Carladez,200067171,"CC Aubrac, Carladez et Viadène",12460.0,7621.0,12202,12000,0.0,754,4133,41,18.0,44.687,2.691,6,Rural à habitat dispersé,33.14277931841533
4198,12210,Saint-André-de-Najac,saint-andre-de-najac,SAINT-ANDRÉ-DE-NAJAC,COM,commune,76,Occitanie,12,Aveyron,1202,Aveyron et Tarn,200069383,CC Ouest Aveyron Communauté,12270.0,7611.0,12300,12000,0.0,453,2527,25,18.0,44.179,2.021,7,Rural à habitat très dispersé,17.808874630213918
4199,12211,Saint-André-de-Vézines,saint-andre-de-vezines,SAINT-ANDRÉ-DE-VÉZINES,COM,commune,76,Occitanie,12,Aveyron,1220,Tarn et Causses,241200567,CC de Millau Grands Causses,12720.0,7614.0,12145,12000,0.0,133,3936,39,3.0,44.148,3.271,7,Rural à habitat très dispersé,18.5292376239539
4200,12212,Saint-Beaulize,saint-beaulize,SAINT-BEAULIZE,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,241200906,CC Larzac et Vallées,12540.0,7614.0,12145,12000,0.0,94,2011,20,5.0,43.906,3.1,6,Rural à habitat dispersé,18.963297339542795
4201,12213,Saint-Beauzély,saint-beauzely,SAINT-BEAUZÉLY,COM,commune,76,Occitanie,12,Aveyron,1220,Tarn et Causses,241200914,CC de la Muse et des Raspes du Tarn,12620.0,7614.0,12145,12000,0.0,599,3092,31,19.0,44.169,2.967,6,Rural à habitat dispersé,10.836560666397595
4202,12214,Saint-Chély-d'Aubrac,saint-chely-d-aubrac,SAINT-CHÉLY-D'AUBRAC,COM,commune,76,Occitanie,12,Aveyron,1201,Aubrac et Carladez,200067171,"CC Aubrac, Carladez et Viadène",12470.0,7621.0,12202,12000,0.0,518,7682,77,7.0,44.592,2.947,7,Rural à habitat très dispersé,40.44893716809877
4203,12215,Saint-Christophe-Vallon,saint-christophe-vallon,SAINT-CHRISTOPHE-VALLON,COM,commune,76,Occitanie,12,Aveyron,1221,Vallon,241200641,CC Conques-Marcillac,12330.0,7621.0,12202,12102,1.0,1176,2332,23,50.0,44.48,2.397,6,Rural à habitat dispersé,15.185457807549048
4204,12216,Saint-Côme-d'Olt,saint-come-d-olt,SAINT-CÔME-D'OLT,COM,commune,76,Occitanie,12,Aveyron,1209,Lot et Palanges,200067478,CC Comtal Lot et Truyère,12500.0,7621.0,12202,12201,2.0,1437,3012,30,48.0,44.531,2.822,6,Rural à habitat dispersé,28.516051229319277
4205,12217,Sainte-Croix,sainte-croix,SAINTE-CROIX,COM,commune,76,Occitanie,12,Aveyron,1223,Villeneuvois et Villefranchois,200069383,CC Ouest Aveyron Communauté,12260.0,7611.0,12300,12000,0.0,739,2622,26,28.0,44.414,1.968,7,Rural à habitat très dispersé,9.800747746931613
4206,12219,Sainte-Eulalie-d'Olt,sainte-eulalie-d-olt,SAINTE-EULALIE-D'OLT,COM,commune,76,Occitanie,12,Aveyron,1209,Lot et Palanges,200068484,CC des Causses à l'Aubrac,12130.0,7621.0,12202,12000,0.0,373,1754,18,21.0,44.466,2.92,6,Rural à habitat dispersé,31.325323842798948
4207,12220,Sainte-Eulalie-de-Cernon,sainte-eulalie-de-cernon,SAINTE-EULALIE-DE-CERNON,COM,commune,76,Occitanie,12,Aveyron,1204,Causses-Rougiers,241200906,CC Larzac et Vallées,12230.0,7614.0,12145,12000,0.0,310,4659,47,7.0,43.961,3.139,6,Rural à habitat dispersé,16.24059252099222
