nofinessej;rsej;nofinesset;rset;noautor;de;libde;ta;libta;capaut;dateautor
010780054;CH FLEYRIAT;010000024;CH DE FLEYRIAT;829700106;419;Formation DE Aide-Soignant;34;Enseignement;30;1979-02-13
010780054;CH FLEYRIAT;010000024;CH DE FLEYRIAT;829800882;419;Formation DE Aide-Soignant;34;Enseignement;31;1997-01-01
010780054;CH FLEYRIAT;010000024;CH DE FLEYRIAT;829700108;415;Formation DE Sage-Femme;34;Enseignement;14;1997-01-01
010780054;CH FLEYRIAT;010000024;CH DE FLEYRIAT;829800881;414;Formation DE Infirmier;34;Enseignement;62;1997-01-01
010780054;CH FLEYRIAT;010000024;CH DE FLEYRIAT;829700107;414;Formation DE Infirmier;34;Enseignement;60;1979-02-13
010780062;CH BUGEY SUD;010000032;CH BUGEY SUD;828600001;419;Formation DE Aide-Soignant;34;Enseignement;10;1986-01-31
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820304992;432;Formation DE d'assistant de Service Social;34;Enseignement;;2002-10-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820304991;433;Formation DE d'éducateur spécialisé;34;Enseignement;;2002-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820607108;432;Formation DE d'assistant de Service Social;34;Enseignement;20;2005-12-31
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820607109;433;Formation DE d'éducateur spécialisé;34;Enseignement;25;2005-12-31
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;100604647;586;Formation DE auxiliaire de vie sociale;34;Enseignement;;2006-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;100604648;587;Formation DE Assistant Familial;34;Enseignement;;2006-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;100604649;588;Formation DE Ingénierie Sociale;34;Enseignement;;2006-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820707467;432;Formation DE d'assistant de Service Social;34;Enseignement;17;2007-04-10
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820707468;433;Formation DE d'éducateur spécialisé;34;Enseignement;24;2007-04-10
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820808001;432;Formation DE d'assistant de Service Social;34;Enseignement;24;2008-01-24
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820808002;433;Formation DE d'éducateur spécialisé;34;Enseignement;22;2008-01-24
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820908384;432;Formation DE d'assistant de Service Social;34;Enseignement;20;2009-02-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;820908385;433;Formation DE d'éducateur spécialisé;34;Enseignement;20;2009-02-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;821008815;432;Formation DE d'assistant de Service Social;34;Enseignement;20;2010-01-13
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;821008816;433;Formation DE d'éducateur spécialisé;34;Enseignement;20;2010-01-13
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;821109059;586;Formation DE auxiliaire de vie sociale;34;Enseignement;20;2010-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;821109060;587;Formation DE Assistant Familial;34;Enseignement;20;2010-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;821109126;433;Formation DE d'éducateur spécialisé;34;Enseignement;20;2010-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;821109133;444;Formation CA fonction encadrement unité intervention sociale;34;Enseignement;10;2011-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;821409626;435;Formation DE d'éducateurs Jeunes Enfants;34;Enseignement;20;2014-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;841600057;590;Formation DE Accompagnant Éducatif et Social;34;Enseignement;20;2016-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;841900164;433;Formation DE d'éducateur spécialisé;34;Enseignement;36;2019-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;841900165;435;Formation DE d'éducateurs Jeunes Enfants;34;Enseignement;29;2019-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;841900166;432;Formation DE d'assistant de Service Social;34;Enseignement;35;2019-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;841900206;444;Formation CA fonction encadrement unité intervention sociale;34;Enseignement;20;2019-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;842200394;435;Formation DE d'éducateurs Jeunes Enfants;34;Enseignement;44;2021-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;842200395;433;Formation DE d'éducateur spécialisé;34;Enseignement;41;2021-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;842200396;587;Formation DE Assistant Familial;34;Enseignement;70;2021-01-01
690039904;ENSEIS - SIÈGE SOCIAL;010002459;ENSEIS - ÉTABLISSEMENT DE L'AIN;842200397;590;Formation DE Accompagnant Éducatif et Social;34;Enseignement;25;2021-01-01
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010002798;GRETA DE L'AIN;820305105;586;Formation DE auxiliaire de vie sociale;34;Enseignement;;2003-07-01
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010002798;GRETA DE L'AIN;820607051;586;Formation DE auxiliaire de vie sociale;34;Enseignement;11;2005-12-31
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010002798;GRETA DE L'AIN;820707500;586;Formation DE auxiliaire de vie sociale;34;Enseignement;14;2007-04-23
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010002798;GRETA DE L'AIN;820808011;586;Formation DE auxiliaire de vie sociale;34;Enseignement;21;2008-01-25
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010002798;GRETA DE L'AIN;820908386;586;Formation DE auxiliaire de vie sociale;34;Enseignement;12;2009-02-01
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010002798;GRETA DE L'AIN;821008891;586;Formation DE auxiliaire de vie sociale;34;Enseignement;15;2010-02-03
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010002798;GRETA DE L'AIN;841600055;590;Formation DE Accompagnant Éducatif et Social;34;Enseignement;20;2016-01-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820506660;414;Formation DE Infirmier;34;Enseignement;62;1997-01-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820506661;415;Formation DE Sage-Femme;34;Enseignement;14;1997-01-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820506662;419;Formation DE Aide-Soignant;34;Enseignement;31;1997-01-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820506761;414;Formation DE Infirmier;34;Enseignement;;1995-04-27
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820506839;415;Formation DE Sage-Femme;34;Enseignement;21;2005-01-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820606910;419;Formation DE Aide-Soignant;34;Enseignement;38;2005-06-29
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820606917;414;Formation DE Infirmier;34;Enseignement;115;1995-04-27
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820606990;414;Formation DE Infirmier;34;Enseignement;115;2004-09-08
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820607200;415;Formation DE Sage-Femme;34;Enseignement;81;2006-12-20
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820607201;415;Formation DE Sage-Femme;34;Enseignement;21;2006-12-20
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820707907;419;Formation DE Aide-Soignant;34;Enseignement;39;2007-12-11
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820707908;414;Formation DE Infirmier;34;Enseignement;115;2007-12-11
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820808003;415;Formation DE Sage-Femme;34;Enseignement;21;2008-01-25
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820908279;414;Formation DE Infirmier;34;Enseignement;119;2009-02-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820908280;415;Formation DE Sage-Femme;34;Enseignement;84;2009-02-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820908281;419;Formation DE Aide-Soignant;34;Enseignement;41;2009-02-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820908282;415;Formation DE Sage-Femme;34;Enseignement;21;2009-01-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820908283;415;Formation DE Sage-Femme;34;Enseignement;21;2009-02-01
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820908712;415;Formation DE Sage-Femme;34;Enseignement;22;2009-12-02
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820908742;419;Formation DE Aide-Soignant;34;Enseignement;43;2009-12-10
010780054;CH FLEYRIAT;010003549;ECOLE SANITAIRE DU CH FLEYRIAT;820908753;414;Formation DE Infirmier;34;Enseignement;119;2009-12-15
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820506663;414;Formation DE Infirmier;34;Enseignement;25;2005-12-05
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820506664;419;Formation DE Aide-Soignant;34;Enseignement;20;2005-12-05
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820506822;419;Formation DE Aide-Soignant;34;Enseignement;25;2005-12-05
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820506840;419;Formation DE Aide-Soignant;34;Enseignement;25;1997-01-01
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820606943;419;Formation DE Aide-Soignant;34;Enseignement;25;2005-05-29
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820606957;419;Formation DE Aide-Soignant;34;Enseignement;25;2005-06-29
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820707294;419;Formation DE Aide-Soignant;34;Enseignement;25;2007-01-15
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820807934;419;Formation DE Aide-Soignant;34;Enseignement;25;2008-01-03
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820908284;419;Formation DE Aide-Soignant;34;Enseignement;25;2009-02-01
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;820908752;419;Formation DE Aide-Soignant;34;Enseignement;25;2009-12-15
010008407;CH DU HAUT BUGEY;010003598;IFAS CH DU HAUT BUGEY;821309370;419;Formation DE Aide-Soignant;34;Enseignement;27;2013-03-28
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;829700136;414;Formation DE Infirmier;34;Enseignement;30;1904-04-04
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;829700110;427;Formation Professionnel Secteur Psychiatrique;34;Enseignement;30;1904-04-04
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;829700109;419;Formation DE Aide-Soignant;34;Enseignement;40;1904-04-04
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;829800884;419;Formation DE Aide-Soignant;34;Enseignement;41;1997-01-01
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820606871;419;Formation DE Aide-Soignant;34;Enseignement;50;2005-06-29
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820606918;414;Formation DE Infirmier;34;Enseignement;52;1995-04-27
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820606991;414;Formation DE Infirmier;34;Enseignement;52;2004-09-08
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820607240;414;Formation DE Infirmier;34;Enseignement;52;2006-12-28
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820607241;419;Formation DE Aide-Soignant;34;Enseignement;50;2006-12-28
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820808032;414;Formation DE Infirmier;34;Enseignement;52;2008-02-05
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820808033;419;Formation DE Aide-Soignant;34;Enseignement;50;2008-02-05
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820908285;414;Formation DE Infirmier;34;Enseignement;52;2009-02-01
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820908286;419;Formation DE Aide-Soignant;34;Enseignement;50;2009-02-01
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820908711;419;Formation DE Aide-Soignant;34;Enseignement;50;2009-11-27
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;820908713;414;Formation DE Infirmier;34;Enseignement;52;2009-12-02
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;821309378;419;Formation DE Aide-Soignant;34;Enseignement;55;2013-03-28
010007987;CH PUBLIC HAUTEVILLE;010006245;IFSI-IFAS DU BUGEY;821309379;414;Formation DE Infirmier;34;Enseignement;57;2013-03-28
010009082;ASSO. DE GESTION DU LEAP ST SORLIN;010009090;SAINT-SO'FORMATION;821109106;456;Formation DE Auxiliaire Puériculture;34;Enseignement;30;2010-01-01
010009082;ASSO. DE GESTION DU LEAP ST SORLIN;010009090;SAINT-SO'FORMATION;821109107;438;Formation DE aide médico psychologique;34;Enseignement;24;2010-01-01
010009082;ASSO. DE GESTION DU LEAP ST SORLIN;010009090;SAINT-SO'FORMATION;841600054;590;Formation DE Accompagnant Éducatif et Social;34;Enseignement;30;2016-01-01
010009082;ASSO. DE GESTION DU LEAP ST SORLIN;010009090;SAINT-SO'FORMATION;842100379;419;Formation DE Aide-Soignant;34;Enseignement;30;2021-09-01
010000594;LYCEE PROFESSIONNEL MARCELLE PARDE;010009108;INST. FORM. D'AIDE SOIGNANT M.PARDE;821109138;419;Formation DE Aide-Soignant;34;Enseignement;15;2010-01-01
010009900;CTRE DE FORMATION OPERATIONNELLE SANTE;010009918;CEFOS - FORMATION D'AMBULANCIERS;821302126;413;Formation DE Ambulancier;34;Enseignement;100;2012-07-01
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010011492;GRETA DE L'AIN - FORMATION AES;841800134;590;Formation DE Accompagnant Éducatif et Social;34;Enseignement;15;2017-01-01
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010011864;GRETA DE L'AIN - FORMATION AES;842000295;590;Formation DE Accompagnant Éducatif et Social;34;Enseignement;16;2019-01-01
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010011880;AGENCE GRETA DE L'AIN FERNEY VOLTAIRE;842000296;590;Formation DE Accompagnant Éducatif et Social;34;Enseignement;20;2020-01-01
010009033;LYCEE GENERAL TECHNOLOGIQUE JM CARRIAT;010011880;AGENCE GRETA DE L'AIN FERNEY VOLTAIRE;842100336;456;Formation DE Auxiliaire Puériculture;34;Enseignement;15;2019-08-28
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;820400001;427;Formation Professionnel Secteur Psychiatrique;34;Enseignement;25;1904-04-04
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;829800883;414;Formation DE Infirmier;34;Enseignement;27;1997-01-01
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;820606916;414;Formation DE Infirmier;34;Enseignement;70;1995-04-27
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;820606992;414;Formation DE Infirmier;34;Enseignement;70;2004-09-08
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;820707276;414;Formation DE Infirmier;34;Enseignement;70;2007-01-10
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;820807953;414;Formation DE Infirmier;34;Enseignement;60;2008-01-08
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;820908287;414;Formation DE Infirmier;34;Enseignement;61;2009-02-01
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;820908767;414;Formation DE Infirmier;34;Enseignement;60;2009-12-23
010783009;ORSAC;010784379;IFSI - ORSAC - CPA;821309377;414;Formation DE Infirmier;34;Enseignement;62;2013-03-28
010787125;A.D.E.A.;010786762;A.D.E.A;829800903;437;Formation DE moniteur éducateurs;34;Enseignement;25;1992-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;828000001;437;Formation DE moniteur éducateurs;34;Enseignement;22;1980-09-01
010787125;A.D.E.A.;010786762;A.D.E.A;820305104;586;Formation DE auxiliaire de vie sociale;34;Enseignement;;2003-07-01
010787125;A.D.E.A.;010786762;A.D.E.A;820304975;438;Formation DE aide médico psychologique;34;Enseignement;;2002-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;820304976;433;Formation DE d'éducateur spécialisé;34;Enseignement;;1997-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;820607095;586;Formation DE auxiliaire de vie sociale;34;Enseignement;8;2005-12-31
010787125;A.D.E.A.;010786762;A.D.E.A;820607096;438;Formation DE aide médico psychologique;34;Enseignement;35;2005-12-31
010787125;A.D.E.A.;010786762;A.D.E.A;820607097;437;Formation DE moniteur éducateurs;34;Enseignement;38;2005-12-31
010787125;A.D.E.A.;010786762;A.D.E.A;820707643;586;Formation DE auxiliaire de vie sociale;34;Enseignement;0;2007-05-30
010787125;A.D.E.A.;010786762;A.D.E.A;820707644;437;Formation DE moniteur éducateurs;34;Enseignement;51;2007-05-30
010787125;A.D.E.A.;010786762;A.D.E.A;820707645;438;Formation DE aide médico psychologique;34;Enseignement;38;2007-05-30
010787125;A.D.E.A.;010786762;A.D.E.A;820808048;437;Formation DE moniteur éducateurs;34;Enseignement;56;2008-02-15
010787125;A.D.E.A.;010786762;A.D.E.A;820808049;438;Formation DE aide médico psychologique;34;Enseignement;50;2008-02-15
010787125;A.D.E.A.;010786762;A.D.E.A;820808050;586;Formation DE auxiliaire de vie sociale;34;Enseignement;0;2008-02-15
010787125;A.D.E.A.;010786762;A.D.E.A;820908462;437;Formation DE moniteur éducateurs;34;Enseignement;;2009-02-01
010787125;A.D.E.A.;010786762;A.D.E.A;820908463;437;Formation DE moniteur éducateurs;34;Enseignement;51;2009-02-01
010787125;A.D.E.A.;010786762;A.D.E.A;820908464;438;Formation DE aide médico psychologique;34;Enseignement;80;2009-02-01
010787125;A.D.E.A.;010786762;A.D.E.A;820908465;586;Formation DE auxiliaire de vie sociale;34;Enseignement;0;2009-02-01
010787125;A.D.E.A.;010786762;A.D.E.A;821008906;586;Formation DE auxiliaire de vie sociale;34;Enseignement;24;2010-02-05
010787125;A.D.E.A.;010786762;A.D.E.A;821008912;438;Formation DE aide médico psychologique;34;Enseignement;80;2010-02-08
010787125;A.D.E.A.;010786762;A.D.E.A;821008913;433;Formation DE d'éducateur spécialisé;34;Enseignement;40;2010-02-08
010787125;A.D.E.A.;010786762;A.D.E.A;821008914;437;Formation DE moniteur éducateurs;34;Enseignement;61;2019-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;821309314;587;Formation DE Assistant Familial;34;Enseignement;10;2010-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;841600056;590;Formation DE Accompagnant Éducatif et Social;34;Enseignement;40;2016-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;841900162;437;Formation DE moniteur éducateurs;34;Enseignement;63;2019-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;841900163;434;Formation DE technicien de l'intervention sociale familiale;34;Enseignement;30;2019-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;842500575;587;Formation DE Assistant Familial;34;Enseignement;;2019-01-01
010787125;A.D.E.A.;010786762;A.D.E.A;842500577;587;Formation DE Assistant Familial;34;Enseignement;10;2019-01-01
010783009;ORSAC;010786911;ESRP ORSAC MANGINI;820400004;414;Formation DE Infirmier;34;Enseignement;30;1904-04-04
010783009;ORSAC;010786911;ESRP ORSAC MANGINI;829300001;419;Formation DE Aide-Soignant;34;Enseignement;27;1993-09-01
020000022;CENTRE HOSPITALIER DE GUISE;020000089;CH GUISE;227400001;419;Formation DE Aide-Soignant;34;Enseignement;15;1974-04-15
020000063;CH DE SAINT QUENTIN;020000162;CH SAINT-QUENTIN;220401595;419;Formation DE Aide-Soignant;34;Enseignement;30;2003-10-01
020000063;CH DE SAINT QUENTIN;020000162;CH SAINT-QUENTIN;220401594;414;Formation DE Infirmier;34;Enseignement;137;2003-10-01
020000063;CH DE SAINT QUENTIN;020000162;CH SAINT-QUENTIN;229700105;414;Formation DE Infirmier;34;Enseignement;76;1996-10-01
020000063;CH DE SAINT QUENTIN;020000162;CH SAINT-QUENTIN;229400001;419;Formation DE Aide-Soignant;34;Enseignement;20;1996-10-01
020000063;CH DE SAINT QUENTIN;020000162;CH SAINT-QUENTIN;229400002;414;Formation DE Infirmier;34;Enseignement;60;1996-10-01
020000063;CH DE SAINT QUENTIN;020000162;CH SAINT-QUENTIN;220000454;414;Formation DE Infirmier;34;Enseignement;89;1999-10-01
020000063;CH DE SAINT QUENTIN;020000162;CH SAINT-QUENTIN;220100786;414;Formation DE Infirmier;34;Enseignement;104;2000-10-01
020000063;CH DE SAINT QUENTIN;020000162;CH SAINT-QUENTIN;220000455;419;Formation DE Aide-Soignant;34;Enseignement;20;2000-10-01
750814030;FONDATION LA RENAISSANCE SANITAIRE;020000303;HOPITAL VILLIERS SAINT DENIS;229200001;419;Formation DE Aide-Soignant;34;Enseignement;12;1992-09-15
020000253;CH DE LAON;020000394;CH LAON;220401571;419;Formation DE Aide-Soignant;34;Enseignement;34;2000-10-01
020000253;CH DE LAON;020000394;CH LAON;220401603;414;Formation DE Infirmier;34;Enseignement;71;2003-10-01
020000253;CH DE LAON;020000394;CH LAON;220401570;414;Formation DE Infirmier;34;Enseignement;70;2000-10-01
020000253;CH DE LAON;020000394;CH LAON;220401604;419;Formation DE Aide-Soignant;34;Enseignement;55;2003-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;229700107;419;Formation DE Aide-Soignant;34;Enseignement;18;1999-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;220401596;414;Formation DE Infirmier;34;Enseignement;108;2003-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;229700106;414;Formation DE Infirmier;34;Enseignement;71;1999-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;220401598;456;Formation DE Auxiliaire Puériculture;34;Enseignement;18;2003-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;220401597;419;Formation DE Aide-Soignant;34;Enseignement;75;2003-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;220100633;414;Formation DE Infirmier;34;Enseignement;75;1999-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;229900293;456;Formation DE Auxiliaire Puériculture;34;Enseignement;16;2000-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;229400005;456;Formation DE Auxiliaire Puériculture;34;Enseignement;15;1996-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;229400004;419;Formation DE Aide-Soignant;34;Enseignement;0;1996-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;229400003;414;Formation DE Infirmier;34;Enseignement;68;1996-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;220100958;419;Formation DE Aide-Soignant;34;Enseignement;24;2000-10-01
020000261;CENTRE HOSPITALIER DE SOISSONS;020000519;CH SOISSONS;220100787;414;Formation DE Infirmier;34;Enseignement;90;2000-10-01
020015723;GROUPE EPHESE;020000527;IMES EPHESE PROISY;229400006;456;Formation DE Auxiliaire Puériculture;34;Enseignement;16;1994-09-15
020000287;CH DE CHAUNY;020000535;CH CHAUNY;220401600;419;Formation DE Aide-Soignant;34;Enseignement;38;2003-10-01
020000287;CH DE CHAUNY;020000535;CH CHAUNY;220100655;414;Formation DE Infirmier;34;Enseignement;35;1999-10-01
020000287;CH DE CHAUNY;020000535;CH CHAUNY;220401599;414;Formation DE Infirmier;34;Enseignement;68;2003-10-01
020000287;CH DE CHAUNY;020000535;CH CHAUNY;229400008;419;Formation DE Aide-Soignant;34;Enseignement;20;1996-10-01
020000287;CH DE CHAUNY;020000535;CH CHAUNY;229400007;414;Formation DE Infirmier;34;Enseignement;30;1996-10-01
020000287;CH DE CHAUNY;020000535;CH CHAUNY;229700102;414;Formation DE Infirmier;34;Enseignement;32;1996-10-01
020000287;CH DE CHAUNY;020000535;CH CHAUNY;220100656;419;Formation DE Aide-Soignant;34;Enseignement;21;2000-10-01
020000287;CH DE CHAUNY;020000535;CH CHAUNY;220100784;414;Formation DE Infirmier;34;Enseignement;50;2000-10-01
020000295;ETS PUB SANTÉ MENTALE DÉP DE L'AISNE;020000543;EPSMDA;220401601;414;Formation DE Infirmier;34;Enseignement;58;2003-10-01
020000295;ETS PUB SANTÉ MENTALE DÉP DE L'AISNE;020000543;EPSMDA;220401602;419;Formation DE Aide-Soignant;34;Enseignement;25;2003-10-01
020000295;ETS PUB SANTÉ MENTALE DÉP DE L'AISNE;020000543;EPSMDA;220100783;414;Formation DE Infirmier;34;Enseignement;57;2000-10-01
020000295;ETS PUB SANTÉ MENTALE DÉP DE L'AISNE;020000543;EPSMDA;220100951;414;Formation DE Infirmier;34;Enseignement;57;2000-10-01
