nofinessej;rsej;activite;libactivite;modalite;libmodalite;forme;libforme;noautor;dateautor;nofinesset;rset;noligautor;noligautoranc;noautorarhgos;noimplarhgos;sectpsy;libsectpsy;datemeo;datefin
750810814;SERVICE DE SANTE DES ARMEES;02;Chirurgie;00;Pas de modalité;07;Chirurgie ambulatoire;112604844;2017-10-08;830100574;HIA SAINTE ANNE;4844;;93-93-60014;93-93-60014;;;2017-11-09;2023-05-08
750810814;SERVICE DE SANTE DES ARMEES;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;112605521;2017-10-09;830100574;HIA SAINTE ANNE;5521;;93-93-45586;93-93-45586;;;2017-10-09;2023-04-08
750810814;SERVICE DE SANTE DES ARMEES;11;Activités interventionnelles sous imagerie médicale, par voie endovasculaire, en cardiologie;81;Actes électrophysiologiques de rythmologie interventionnelle, de stimulation multi sites et de défibrillation;00;Pas de forme;112605608;2017-10-09;830100574;HIA SAINTE ANNE;5608;;93-93-46497;93-93-46497;;;2017-10-09;2023-04-08
750810814;SERVICE DE SANTE DES ARMEES;13;Activités interventionnelles sous imagerie médicale, par voie endovasculaire, en neuroradiologie;99;Sans autre indication;00;Pas de forme;112606334;2017-10-09;830100574;HIA SAINTE ANNE;6334;;93-93-53031;93-93-53031;;;2017-10-09;2023-04-08
750810814;SERVICE DE SANTE DES ARMEES;11;Activités interventionnelles sous imagerie médicale, par voie endovasculaire, en cardiologie;83;Actes portant sur les autres cardiopathies de l'adulte;00;Pas de forme;112608669;2017-10-09;830100574;HIA SAINTE ANNE;8669;;93-93-63167;93-93-63167;;;2017-10-09;2023-04-08
750810814;SERVICE DE SANTE DES ARMEES;02;Chirurgie;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);112602584;2017-10-09;830100574;HIA SAINTE ANNE;2584;;93-93-3278;93-93-3278;;;2017-11-09;2023-05-08
750721334;CROIX ROUGE FRANCAISE;18;Traitement du cancer;68;Radiothérapie externe;00;Pas de forme;112609256;2010-03-23;830100582;CENTRE DE RADIOTHERAPIE SAINT LOUIS;9256;;93-93-46001;93-93-46001;;;2011-04-05;2027-09-09
830100616;CHI TOULON LA SEYNE SUR MER;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;932606259;2007-02-27;830100608;CHITS CH GEORGE SAND;6259;;93-93-44517;93-93-44517;;;2007-02-27;2029-08-13
830100616;CHI TOULON LA SEYNE SUR MER;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932607103;2001-01-22;830100608;CHITS CH GEORGE SAND;7103;;93-93-60049;93-93-60049;;;2001-08-03;2029-02-02
830100616;CHI TOULON LA SEYNE SUR MER;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;932607104;2001-01-22;830100608;CHITS CH GEORGE SAND;7104;;93-93-60050;93-93-60050;;;2001-08-03;2029-02-02
830100616;CHI TOULON LA SEYNE SUR MER;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932608347;2010-10-26;830100608;CHITS CH GEORGE SAND;8347;;93-93-4755;93-93-4755;;;2010-10-26;2028-04-25
830100616;CHI TOULON LA SEYNE SUR MER;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;932609006;2011-11-02;830100608;CHITS CH GEORGE SAND;9006;;93-93-41797;93-93-41797;;;2016-02-29;2021-11-03
830100616;CHI TOULON LA SEYNE SUR MER;14;Médecine d'urgence;29;SMUR Antenne;14;Non saisonnier;932601694;2015-09-24;830100608;CHITS CH GEORGE SAND;1694;;93-93-54574;93-93-54574;;;2015-09-24;2029-08-13
830100616;CHI TOULON LA SEYNE SUR MER;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932603006;2010-10-26;830100608;CHITS CH GEORGE SAND;3006;;93-93-4754;93-93-4754;;;2010-10-26;2028-04-25
920030913;SA INSTITUT HELIO MARIN - COTE D'AZUR;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);112605532;2010-10-26;830100624;CTRE MED ET READAP DES MTS TOULONNAIS;5532;;93-93-45844;93-93-45844;;;2010-10-26;2028-04-25
920030913;SA INSTITUT HELIO MARIN - COTE D'AZUR;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;112607323;2010-10-26;830100624;CTRE MED ET READAP DES MTS TOULONNAIS;7323;;93-93-65092;93-93-65092;;;2010-10-27;2028-04-25
920030913;SA INSTITUT HELIO MARIN - COTE D'AZUR;55;Soins de suite et de réadaptation spécialisés - Affections des systèmes digestif, métabolique et endocrinien;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;112602109;2010-10-26;830100624;CTRE MED ET READAP DES MTS TOULONNAIS;2109;;93-93-4692;93-93-4692;;;2010-10-26;2028-05-24
920030913;SA INSTITUT HELIO MARIN - COTE D'AZUR;55;Soins de suite et de réadaptation spécialisés - Affections des systèmes digestif, métabolique et endocrinien;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);112602984;2010-10-26;830100624;CTRE MED ET READAP DES MTS TOULONNAIS;2984;;93-93-4691;93-93-4691;;;2010-10-26;2028-05-24
250002284;LES SALINS DE BREGILLE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272606810;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;6810;;93-93-54332;93-93-54332;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272606812;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;6812;;93-93-54339;93-93-54339;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;51;Soins de suite et de réadaptation spécialisés - Affections de l'appareil locomoteur;78;Juvénile (âge >= 6 ans et < 18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272607163;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;7163;;93-93-62912;93-93-62912;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;51;Soins de suite et de réadaptation spécialisés - Affections de l'appareil locomoteur;77;Enfant (< de 6 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272607164;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;7164;;93-93-62913;93-93-62913;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;51;Soins de suite et de réadaptation spécialisés - Affections de l'appareil locomoteur;77;Enfant (< de 6 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272608344;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;8344;;93-93-4698;93-93-4698;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;51;Soins de suite et de réadaptation spécialisés - Affections de l'appareil locomoteur;78;Juvénile (âge >= 6 ans et < 18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272608345;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;8345;;93-93-4699;93-93-4699;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;52;Soins de suite et de réadaptation spécialisés - Affections du système nerveux;78;Juvénile (âge >= 6 ans et < 18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272609618;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;9618;;93-93-4703;93-93-4703;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;57;Soins de suite et de réadaptation spécialisés - Affections des brûlés;78;Juvénile (âge >= 6 ans et < 18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272609619;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;9619;;93-93-4707;93-93-4707;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;57;Soins de suite et de réadaptation spécialisés - Affections des brûlés;77;Enfant (< de 6 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272609620;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;9620;;93-93-4708;93-93-4708;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;57;Soins de suite et de réadaptation spécialisés - Affections des brûlés;78;Juvénile (âge >= 6 ans et < 18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272609621;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;9621;;93-93-4709;93-93-4709;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;55;Soins de suite et de réadaptation spécialisés - Affections des systèmes digestif, métabolique et endocrinien;78;Juvénile (âge >= 6 ans et < 18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272602279;2022-01-27;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2279;;93-93-75872;93-93-75872;;;2022-07-04;2029-07-03
250002284;LES SALINS DE BREGILLE;55;Soins de suite et de réadaptation spécialisés - Affections des systèmes digestif, métabolique et endocrinien;78;Juvénile (âge >= 6 ans et < 18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272602280;2022-01-27;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2280;;93-93-75873;93-93-75873;;;2022-07-04;2029-07-03
250002284;LES SALINS DE BREGILLE;55;Soins de suite et de réadaptation spécialisés - Affections des systèmes digestif, métabolique et endocrinien;77;Enfant (< de 6 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272602281;2022-01-27;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2281;;93-93-75874;93-93-75874;;;2022-07-04;2029-07-03
250002284;LES SALINS DE BREGILLE;50;Soins de suite et de réadaptation non spécialisés;77;Enfant (< de 6 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272602973;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2973;;93-93-4694;93-93-4694;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;50;Soins de suite et de réadaptation non spécialisés;78;Juvénile (âge >= 6 ans et < 18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272602974;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2974;;93-93-4695;93-93-4695;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;50;Soins de suite et de réadaptation non spécialisés;77;Enfant (< de 6 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272602975;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2975;;93-93-4696;93-93-4696;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;50;Soins de suite et de réadaptation non spécialisés;78;Juvénile (âge >= 6 ans et < 18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;272602976;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2976;;93-93-4697;93-93-4697;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;52;Soins de suite et de réadaptation spécialisés - Affections du système nerveux;77;Enfant (< de 6 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272602977;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2977;;93-93-4702;93-93-4702;;;2010-10-26;2028-04-25
250002284;LES SALINS DE BREGILLE;57;Soins de suite et de réadaptation spécialisés - Affections des brûlés;77;Enfant (< de 6 ans);01;Hospitalisation complète (24 heures consécutives ou plus);272602978;2010-10-26;830100632;INST REEDUC FONCT POMPONIANA OLBIA;2978;;93-93-4706;93-93-4706;;;2010-10-26;2028-04-25
750005068;MGEN ACTION SANITAIRE ET SOCIALE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);112602987;2010-10-26;830100681;CENTRE SSR MGEN PIERRE CHEVALIER;2987;;93-93-4713;93-93-4713;;;2010-10-26;2028-04-25
750005068;MGEN ACTION SANITAIRE ET SOCIALE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;112602988;2010-10-26;830100681;CENTRE SSR MGEN PIERRE CHEVALIER;2988;;93-93-4714;93-93-4714;;;2010-10-26;2028-04-25
920030269;SAS CLINEA;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;112608447;2017-08-02;830100756;CENTRE DE SOINS LES COLLINES DU REVEST;8447;;93-93-64746;93-93-64746;;;2021-03-09;2028-09-08
920030269;SAS CLINEA;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);112603003;2010-10-26;830100756;CENTRE DE SOINS LES COLLINES DU REVEST;3003;;93-93-4725;93-93-4725;;;2010-10-26;2028-04-25
440052041;LNA ES;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;522610179;2019-07-03;830100764;INSTITUT MEDICALISE DE MAR VIVO;10179;;93-93-71536;93-93-71536;;;;
440052041;LNA ES;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;522610212;2019-07-03;830100764;INSTITUT MEDICALISE DE MAR VIVO;10212;;93-93-74464;93-93-74464;;;;
440052041;LNA ES;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);522602877;2010-10-26;830100764;INSTITUT MEDICALISE DE MAR VIVO;2877;;93-93-4720;93-93-4720;;;2010-10-26;2028-04-25
440052041;LNA ES;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);522602989;2010-10-26;830100764;INSTITUT MEDICALISE DE MAR VIVO;2989;;93-93-4721;93-93-4721;;;2010-10-26;2028-04-25
920030269;SAS CLINEA;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;112607302;2010-10-26;830100806;CTRE REED FONCT DU BESSILLON;7302;;93-93-64739;93-93-64739;;;2010-10-26;2028-04-25
920030269;SAS CLINEA;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);112602964;2010-10-26;830100806;CTRE REED FONCT DU BESSILLON;2964;;93-93-4663;93-93-4663;;;2010-10-26;2028-04-25
920030269;SAS CLINEA;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);112608336;2010-10-26;830100814;CLINIQUE HELIADES SANTE;8336;;93-93-4672;93-93-4672;;;2010-10-26;2028-04-25
920030269;SAS CLINEA;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;112608340;2010-10-26;830100814;CLINIQUE HELIADES SANTE;8340;;93-93-4673;93-93-4673;;;2010-10-26;2028-04-25
830000493;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932602622;2000-10-10;830100855;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;2622;;93-93-3482;93-93-3482;;;2001-08-03;2029-02-02
830000493;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602990;2010-10-26;830100855;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;2990;;93-93-4723;93-93-4723;;;2010-10-26;2028-04-25
830000493;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602991;2010-10-26;830100855;CENTRE DE GERONTOLOGIE SAINT FRANCOIS;2991;;93-93-4724;93-93-4724;;;2010-10-26;2028-04-25
830000659;CLINIQUE SAINTE THERESE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932606542;2010-10-26;830101408;CLINIQUE SAINTE THERESE;6542;;93-93-4722;93-93-4722;;;2010-10-26;2028-04-25
830013678;ASSOCIATION JEAN LACHENAUD;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932606540;2010-10-26;830200507;ETABLISSEMENT DE SANTE JEAN LACHENAUD;6540;;93-93-4670;93-93-4670;;;2010-10-26;2028-04-25
830013678;ASSOCIATION JEAN LACHENAUD;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932608335;2010-10-26;830200507;ETABLISSEMENT DE SANTE JEAN LACHENAUD;8335;;93-93-4671;93-93-4671;;;2010-10-26;2028-04-25
830013678;ASSOCIATION JEAN LACHENAUD;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932609245;2019-07-03;830200507;ETABLISSEMENT DE SANTE JEAN LACHENAUD;9245;;93-93-71535;93-93-71535;;;2020-02-10;2027-08-09
830013678;ASSOCIATION JEAN LACHENAUD;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932601800;2019-07-03;830200507;ETABLISSEMENT DE SANTE JEAN LACHENAUD;1800;;93-93-74439;93-93-74439;;;2020-02-10;2027-08-09
830210084;MUTUELLES DE FRANCE DU VAR;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;932605409;2009-10-13;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;5409;;93-93-44406;93-93-44406;;;2011-07-21;2025-09-01
830210084;MUTUELLES DE FRANCE DU VAR;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;932605963;2009-10-13;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;5963;;93-93-48620;93-93-48620;;;2011-07-21;2027-04-13
830210084;MUTUELLES DE FRANCE DU VAR;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932608259;2002-10-08;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;8259;;93-93-3495;93-93-3495;;;2002-10-08;2029-02-02
830210084;MUTUELLES DE FRANCE DU VAR;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;932602853;2007-02-27;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;2853;;93-93-4312;93-93-4312;;;2007-02-27;2029-08-12
830100616;CHI TOULON LA SEYNE SUR MER;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932607153;2006-10-26;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;7153;;93-93-62763;93-93-62763;;;2010-10-26;2028-04-25
830100616;CHI TOULON LA SEYNE SUR MER;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932609106;2006-10-26;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;9106;;93-93-41883;93-93-41883;;;2010-10-26;2028-04-25
830100517;CENTRE HOSPITALIER BRIGNOLES - LE LUC;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602969;2010-10-26;830206298;CH MOYEN SEJOUR LA SOURCE DE BRIGNOLES;2969;;93-93-4683;93-93-4683;;;2010-10-26;2028-04-25
830017893;CENTRE EUROPEEN REEDUCATION DU SPORTIF;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932606541;2010-10-26;830206397;CENTRE EUROPEEN REEDUCATION DU SPORTIF;6541;;93-93-4679;93-93-4679;;;2010-10-26;2028-04-25
830100517;CENTRE HOSPITALIER BRIGNOLES - LE LUC;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932609536;2019-07-03;830206983;CH DEPARTEMENTAL DU VAR AU LUC;9536;;93-93-71534;93-93-71534;;;2019-07-04;2027-01-03
830100517;CENTRE HOSPITALIER BRIGNOLES - LE LUC;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602970;2010-10-26;830206983;CH DEPARTEMENTAL DU VAR AU LUC;2970;;93-93-4678;93-93-4678;;;2010-10-26;2028-04-25
830001855;SANTE ET SOLIDARITE DU VAR;01;Médecine;00;Pas de modalité;05;Hospitalisation à domicile (au domicile du patient);932608264;2006-02-14;830207114;HAD SANTE ET SOLIDARITE DU VAR;8264;;93-93-3510;93-93-3510;;;2007-07-05;2030-01-04
830100590;CENTRE HOSPITALIER DE SAINT TROPEZ;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932602756;1998-01-28;830211173;CH DE SAINT TROPEZ USLD;2756;;93-93-3522;93-93-3522;;;2004-04-01;2026-08-19
830100517;CENTRE HOSPITALIER BRIGNOLES - LE LUC;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932608269;2001-01-25;830212742;CH BRIGNOLES SLD;8269;;93-93-3633;93-93-3633;;;2001-08-03;2029-02-02
750721235;FONDATION COS ALEXANDRE GLASBERG;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);112608268;2003-12-09;830212759;COS BEAUSEJOUR LONG SEJOUR;8268;;93-93-3634;93-93-3634;;;2003-12-09;2026-06-09
830100616;CHI TOULON LA SEYNE SUR MER;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932602781;2001-01-09;830212767;CHITS USLD HOPITAL GEORGES CLEMENCEAU;2781;;93-93-3635;93-93-3635;;;2001-01-09;2029-02-02
830002432;SARL LE MONT D'AZUR;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932602649;2000-12-12;830212783;LE MONT D'AZUR SLD;2649;;93-93-3637;93-93-3637;;;2001-08-03;2029-02-02
830002119;AVODD SITE CENTRE HAMBURGER;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;44;Hémodialyse en unité d'auto dialyse assistée;14;Non saisonnier;932608247;2006-04-24;830213617;AVODD UDM CH BRIGNOLES;8247;;93-93-7413;93-93-7413;;;2006-04-24;2028-09-24
830002119;AVODD SITE CENTRE HAMBURGER;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;932602650;2006-04-24;830213617;AVODD UDM CH BRIGNOLES;2650;;93-93-3640;93-93-3640;;;2011-03-24;2028-09-24
830002119;AVODD SITE CENTRE HAMBURGER;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;43;Hémodialyse en unité d'auto dialyse simple;14;Non saisonnier;932602651;2006-04-24;830213617;AVODD UDM CH BRIGNOLES;2651;;93-93-3641;93-93-3641;;;2006-04-24;2028-09-24
830100533;CH DE HYERES MARIE JOSEE TREFFOT;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602986;2010-10-26;830213856;CH HYERES SITE RIONDET;2986;;93-93-4693;93-93-4693;;;2010-10-26;2028-04-26
830100566;CHI DE FREJUS SAINT RAPHAEL;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932601700;1993-09-13;830213880;CHI FREJUS SAINT RAPHAEL USLD;1700;;93-93-3646;93-93-3646;;;1998-06-24;2026-12-24
830100525;CH DE LA DRACENIE DE DRAGUIGNAN;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932602779;1992-12-27;830213989;CH DRAGUIGNAN USLD;2779;;93-93-3647;93-93-3647;;;2009-01-01;2023-01-26
690049903;DIAVERUM DRAGUIGNAN;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;43;Hémodialyse en unité d'auto dialyse simple;14;Non saisonnier;842601869;2006-04-24;830215687;DIAVERUM DRAGUIGNAN CENTRE DE DIALYSE;1869;;93-93-3656;93-93-3656;;;2006-06-23;2028-12-22
690049903;DIAVERUM DRAGUIGNAN;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;45;Hémodialyse à domicile;00;Pas de forme;842601871;2006-04-24;830215687;DIAVERUM DRAGUIGNAN CENTRE DE DIALYSE;1871;;93-93-3655;93-93-3655;;;2006-06-23;2028-12-22
690049903;DIAVERUM DRAGUIGNAN;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;46;Dialyse péritonéale à domicile;00;Pas de forme;842601874;2006-04-24;830215687;DIAVERUM DRAGUIGNAN CENTRE DE DIALYSE;1874;;93-93-3654;93-93-3654;;;2006-06-23;2028-12-22
690049903;DIAVERUM DRAGUIGNAN;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;44;Hémodialyse en unité d'auto dialyse assistée;14;Non saisonnier;842601875;2006-04-24;830215687;DIAVERUM DRAGUIGNAN CENTRE DE DIALYSE;1875;;93-93-3657;93-93-3657;;;2006-06-23;2028-12-22
690049903;DIAVERUM DRAGUIGNAN;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;40;Hémodialyse en centre pour adultes;00;Pas de forme;842602782;2006-04-24;830215687;DIAVERUM DRAGUIGNAN CENTRE DE DIALYSE;2782;;93-93-3652;93-93-3652;;;2006-06-23;2028-12-22
690049903;DIAVERUM DRAGUIGNAN;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;842602783;2006-04-24;830215687;DIAVERUM DRAGUIGNAN CENTRE DE DIALYSE;2783;;93-93-3653;93-93-3653;;;2006-06-23;2028-12-22
830003695;ASSOCIATION DE DIALYSE VAROISE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;45;Hémodialyse à domicile;00;Pas de forme;932604869;2006-04-24;830216495;ADIVA DIALYSE A DOMICILE LA GARDE;4869;;93-93-40957;93-93-40957;;;2011-04-24;2028-10-24
830003695;ASSOCIATION DE DIALYSE VAROISE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;46;Dialyse péritonéale à domicile;00;Pas de forme;932604870;2006-04-24;830216495;ADIVA DIALYSE A DOMICILE LA GARDE;4870;;93-93-40958;93-93-40958;;;2011-04-24;2028-10-24
130037815;UGECAM PACA CORSE SIEGE;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932607516;2020-01-03;840000202;CSSR LE MYLORD SITE POLE SANTE;7516;;93-93-72950;93-93-72950;;;2020-07-06;2028-01-05
